WB_country_name,WB_country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Qatar,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2557.4,2912.96,3439.86,4848.63,13393.29,12883.18,15566.02,15923.99,16632.19,21634.62,28218.29,29371.47,24301.05,19571.81,19252.17,16818.35,13216.46,13705.47,14650.74,15197.88,16664.83,15079.36,16223.78,14724.26,14728.78,15797.69,17116.83,20519.41,17651.55,20207.23,27494.77,25836.27,27151.03,31440.22,40792.28,52468.45,59978.86,64706.99,79811.6,60733.98,73021.31,92993.0,98041.36,97630.83,93126.15,66984.91,58467.24,59407.7,66264.08,62827.4,52315.66,66858.74,87661.45
Rumania,ROU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658.76,1753.19,1789.64,1648.49,1254.31,1102.1,1158.06,1323.03,1650.05,1633.01,1577.34,1852.55,1599.91,1659.93,1825.19,2119.86,2679.41,3494.99,4618.0,5757.53,8360.34,10435.22,8548.05,8397.81,9560.16,8930.73,9497.21,10031.34,8976.95,9404.38,10727.97,12494.42,12958.0,13047.46,14946.62,15786.8
Federación de Rusia,RUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3778.02,3429.65,3494.06,3490.45,3098.8,2930.67,2662.1,2665.78,2643.93,2737.57,1834.86,1330.76,1771.59,2100.35,2377.53,2975.12,4102.36,5323.46,6920.2,9101.24,11635.28,8562.82,10674.99,14311.06,15420.86,15974.62,14095.65,9313.02,8704.89,10720.33,11287.35,11536.26,10194.44,12532.05,15270.71
Arabia Saudita,SAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.21,767.48,880.63,1123.21,1437.21,2108.63,6068.41,5922.49,7693.39,8473.7,8714.63,11553.24,16176.2,17258.65,13680.76,10997.05,9717.42,8060.2,6449.59,6082.13,5998.22,6210.05,7349.7,7939.3,7932.71,7450.66,7359.45,7588.76,8174.14,8323.83,7169.37,7697.27,8795.26,8337.32,8380.96,9321.8,10935.02,13462.76,14848.6,15756.19,18944.86,15064.63,17958.95,22441.57,24069.2,23945.51,23862.8,20442.37,19930.41,20910.48,24175.58,23405.71,20398.06,24315.62,30447.88
Sudán,SDN,100.32,106.15,112.31,111.26,111.17,112.61,112.53,118.76,120.77,129.56,143.47,151.98,160.06,192.29,238.91,280.32,336.6,404.1,421.64,419.7,429.02,495.49,387.77,354.19,439.55,333.36,408.47,481.34,568.79,842.0,1301.82,1678.09,263.0,326.73,459.44,483.7,307.82,388.81,366.12,339.28,378.16,471.37,529.45,607.01,737.12,945.69,1179.9,1500.67,1585.58,1382.62,1706.41,1982.82,1797.4,1834.56,2076.0,2226.41,2614.29,3188.77,769.87,748.01,608.33,749.71,1102.15
Senegal,SEN,306.64,314.51,313.4,314.99,324.44,320.9,321.2,311.79,317.99,293.63,297.04,297.77,349.82,390.48,427.44,560.7,553.88,553.48,603.76,734.1,790.71,699.91,668.06,578.33,549.55,585.66,803.48,938.86,902.27,869.46,980.75,935.64,974.33,898.91,598.15,732.84,741.76,667.45,702.43,695.55,619.64,654.84,688.19,840.36,941.87,1003.19,1038.58,1210.17,1419.53,1323.97,1286.6,1383.54,1334.73,1391.53,1417.09,1238.13,1290.75,1385.2,1484.23,1462.68,1492.48,1633.56,1598.73
Singapur,SGP,428.06,449.15,472.08,511.2,485.53,516.53,566.8,626.03,708.6,812.68,925.8,1071.41,1264.38,1685.46,2341.71,2489.91,2758.94,2846.34,3193.91,3900.53,4928.14,5596.59,6077.63,6633.24,7228.32,7001.77,6799.93,7539.03,8914.44,10394.54,11861.76,14502.38,16136.24,18290.13,21552.41,24914.85,26232.87,26375.87,21829.27,21796.64,23852.84,21699.74,22159.84,23730.38,27608.08,29961.32,33768.45,39432.89,40008.57,38926.81,47236.68,53891.46,55547.56,56967.43,57564.8,55645.61,56895.66,61164.9,66836.52,66070.49,61273.99,77710.09,82807.63
San Marino,SMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42004.95,37473.79,39415.16,41770.15,51198.43,59249.65,60520.79,63692.62,71970.06,77962.14,66200.67,59516.32,55815.29,48433.57,50435.37,50133.61,42281.81,43398.43,44885.52,48464.52,47287.4,45321.49,54982.45,0.0
Serbia,SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.45,2864.08,3380.04,2571.17,2571.3,914.79,1727.28,2283.85,3005.43,3502.8,3720.48,4382.62,5848.48,7101.04,6169.11,5735.42,6809.16,6015.95,6755.07,6600.06,5588.98,5765.2,6292.55,7252.4,7417.21,7733.8,9232.96,9537.68
Suriname,SUR,371.28,387.45,402.89,420.77,433.15,480.11,573.1,642.28,678.96,706.3,723.58,767.81,784.72,856.48,1038.86,1187.09,1298.71,1662.74,1925.97,2073.61,2119.37,2365.25,2425.2,2328.62,2258.13,2254.82,2270.8,2469.34,2887.06,1328.73,940.99,1077.21,964.43,1015.13,1419.52,1591.73,1940.75,2045.59,2405.74,1883.89,1978.45,1711.71,2206.27,2529.26,2906.73,3474.12,5031.16,5562.33,6616.82,7176.86,7999.51,8009.25,8922.96,9124.54,9199.18,8907.84,5705.4,6112.88,6730.84,6690.04,4796.53,5026.88,5858.82
República Eslovaca,SVK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.54,2691.2,2920.92,3102.3,3771.36,4819.13,5196.94,5146.67,5538.62,5645.58,5426.62,5722.17,6564.7,8731.94,10691.45,11690.11,13170.78,16106.06,18753.58,16597.21,16908.85,18509.74,17498.35,18276.01,18719.99,16390.88,16563.44,17585.2,19486.39,19381.89,19552.09,21768.15,21256.81
Eslovenia,SVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10730.45,10815.11,10454.97,11175.77,11452.78,10201.3,10479.76,11777.16,14849.04,17233.14,18098.91,19672.97,23817.89,27595.6,24792.13,23532.48,25128.02,22641.81,23503.28,24247.17,20890.17,21678.36,23514.03,26123.75,26042.45,25558.43,29331.06,28439.33
Suecia,SWE,2114.0,2288.92,2468.69,2657.02,2941.05,3206.1,3454.43,3720.93,3926.41,4234.16,4736.22,5132.71,6027.13,7301.22,8089.91,10117.31,10868.28,11448.62,12620.52,14877.16,17097.83,15586.43,13738.97,12608.23,13099.02,13666.86,17981.02,21792.56,24534.69,25662.22,30593.67,31822.8,32800.98,24425.28,26083.61,30282.96,32998.97,30312.49,30596.53,30941.08,29624.91,27247.86,29899.2,37321.8,42821.67,43437.06,46593.6,53700.01,56152.55,46946.96,52869.04,60755.76,58037.82,61126.94,60020.36,51545.48,51965.16,53791.51,54589.06,51939.43,52837.9,61417.68,56424.28
República Árabe Siria,SYR,186.02,198.93,226.88,237.94,257.45,247.71,238.4,252.25,264.23,293.98,281.7,320.81,356.9,368.3,585.88,742.52,827.16,857.15,992.99,1154.51,1467.86,1820.85,1842.71,1898.52,1885.02,2011.57,2334.21,2884.3,1421.74,1546.4,1926.38,2171.46,2516.44,2722.91,3238.39,3553.75,4184.29,4397.54,4542.95,4588.98,4941.85,5187.21,5276.06,5433.64,6241.06,7221.64,7914.77,8695.84,10155.97,10288.15,11304.64,2971.28,1910.6,993.74,1071.23,857.5,664.34,862.32,1111.87,1124.52,537.09,420.62,0.0
Togo,TGO,73.35,75.29,77.47,82.49,93.7,102.89,114.82,118.39,118.68,126.26,115.58,126.38,144.02,170.01,228.72,245.97,241.03,295.53,306.03,322.96,400.41,328.91,271.77,244.91,222.18,228.49,308.46,352.36,377.41,359.48,420.14,401.56,412.29,302.45,240.1,305.96,329.62,326.39,335.71,323.89,297.9,288.11,323.14,390.3,406.09,399.45,400.32,621.73,735.86,737.95,722.23,803.48,781.55,847.39,877.19,770.14,792.44,813.4,873.55,848.3,886.7,976.67,942.65
Tailandia,THA,103.8,110.73,117.16,121.6,129.58,141.85,165.58,171.7,179.87,192.46,197.99,200.36,216.15,278.82,343.43,363.81,405.55,461.66,548.01,611.52,707.37,745.73,767.08,822.73,842.07,768.87,836.15,962.96,1154.58,1330.0,1545.28,1751.07,1957.41,2230.84,2502.71,2848.62,3039.89,2462.41,1841.04,2028.57,2004.11,1889.97,2091.18,2350.85,2647.26,2876.25,3343.79,3934.69,4327.8,4154.19,4996.37,5396.64,5748.63,6041.13,5822.38,5708.79,5854.46,6436.79,7124.56,7628.58,7001.79,7060.9,6909.96
Tayikistán,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.32,456.52,337.55,287.99,262.24,208.17,172.92,150.65,214.43,175.56,137.18,168.64,186.66,233.09,305.27,333.71,401.03,517.43,704.65,666.72,740.28,837.88,959.36,1038.32,1094.43,970.36,801.39,844.37,850.67,889.02,852.33,916.69,1054.19
Turkmenistán,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.76,765.93,773.2,806.39,771.89,815.0,788.99,619.63,587.29,553.06,561.53,587.99,544.44,635.71,762.61,949.58,1256.03,1418.81,1658.67,2074.41,2520.29,3778.67,3901.67,4286.88,5453.16,6441.89,7049.8,7685.51,6208.3,6163.25,6354.53,6721.35,7344.88,7330.37,7885.3,8792.55
Tonga,TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.75,316.44,356.19,431.97,462.84,550.73,642.69,640.33,627.59,662.2,618.81,702.49,838.54,1089.02,1080.97,1150.28,1335.23,1380.88,1391.97,1965.2,2089.2,2216.68,2135.86,1889.67,1953.37,1996.52,1754.84,1760.67,1937.04,2195.99,2478.43,2751.96,2799.37,3221.08,2915.49,3416.11,3852.14,4378.57,4208.19,4125.43,4117.93,3978.44,4367.26,4649.61,4878.98,4605.97,4425.97,0.0
Trinidad y Tobago,TTO,632.39,676.23,702.56,755.56,779.39,793.32,767.81,797.32,784.23,796.21,831.08,896.64,1069.45,1274.93,1962.94,2317.48,2341.88,2901.62,3248.62,4137.71,5528.95,6118.94,7034.95,6628.47,6547.46,6147.7,3941.6,3896.06,3612.99,3441.35,4001.52,4159.07,4231.46,3608.64,3801.47,4074.88,4385.1,4352.81,4569.65,5130.87,6120.94,6592.78,6692.8,8352.46,9756.5,11673.78,13340.92,15627.29,20011.15,13682.76,15711.56,17910.32,19110.05,19927.4,20473.4,18508.77,16139.11,16258.75,16328.13,15642.41,13705.9,16056.3,19629.47
Túnez,TUN,0.0,0.0,0.0,0.0,0.0,222.34,228.83,232.92,253.85,262.43,285.14,325.19,420.58,499.81,631.71,750.37,760.23,838.59,954.21,1120.43,1329.27,1249.76,1176.23,1177.59,1134.0,1124.95,1174.88,1231.44,1251.27,1223.52,1456.22,1516.29,1760.48,1627.28,1709.83,1940.03,2076.99,2170.57,2253.03,2344.0,2170.51,2207.66,2292.48,2693.2,3029.85,3106.58,3279.1,3678.06,4200.17,4029.46,4241.01,4361.95,4233.92,4308.34,4398.64,3960.92,3796.11,3569.72,3577.18,3477.84,3497.72,3807.18,3747.42
Turquía,TUR,275.04,282.74,307.31,347.18,365.13,381.41,438.26,473.69,516.47,560.64,502.62,444.63,555.29,683.7,911.25,1160.54,1270.34,1417.96,1558.5,2075.05,1561.01,1582.42,1400.86,1314.23,1245.93,1367.2,1506.71,1701.26,1738.38,2009.69,2773.27,2730.14,2825.92,3148.84,2240.61,2855.04,3009.67,3098.67,4433.36,4057.82,4278.26,3100.46,3640.76,4704.77,6031.79,7369.43,8003.81,9711.22,10843.5,9013.0,10622.7,11300.79,11713.28,12578.19,12165.22,11050.0,10970.05,10695.55,9568.84,9215.44,8638.74,9743.21,10674.5
Tanzanía,TZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.12,178.11,167.14,189.59,171.61,153.85,156.79,176.93,214.64,248.75,387.02,390.42,399.46,394.35,400.21,419.56,447.59,480.18,472.61,539.54,671.24,688.71,730.78,768.93,854.54,954.66,1013.43,929.8,942.89,975.9,1011.6,1050.93,1104.16,1146.03,1192.77
Uganda,UGA,55.53,56.33,55.65,62.1,68.78,100.18,101.64,102.97,106.99,116.78,122.08,133.49,136.97,152.68,183.66,201.14,203.18,237.4,190.54,164.39,93.69,98.6,156.88,157.45,247.34,234.04,253.33,392.48,394.74,309.86,244.75,182.79,151.98,165.47,198.28,278.32,284.46,286.57,292.17,257.68,257.83,235.85,241.87,250.69,292.47,330.6,346.77,401.71,473.3,799.93,824.74,837.1,796.71,819.76,897.51,864.18,753.68,766.18,793.13,823.02,846.88,883.47,964.4
Ucrania,UKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.37,1452.65,1559.34,1532.5,1474.34,1417.17,1258.13,1012.1,935.96,872.71,991.24,835.24,635.76,658.34,807.8,911.91,1087.79,1416.6,1894.46,2391.32,3197.93,4066.53,2639.38,3078.41,3704.84,4004.79,4187.74,3104.65,2124.66,2187.73,2638.33,3096.56,3661.46,3751.74,4827.85,4533.98
Uruguay,URY,477.79,624.72,680.3,592.21,742.95,706.27,666.99,584.64,578.22,722.59,765.91,1000.63,775.84,1397.69,1433.79,1231.92,1268.63,1414.2,1678.33,2442.08,3440.53,3725.0,3081.05,1704.57,1612.32,1564.71,1933.48,2408.63,2668.67,2724.1,2983.24,3574.11,4083.46,4729.93,5478.02,6014.92,6358.16,7386.51,7780.68,7314.49,6932.48,6331.16,4115.15,3638.94,4130.1,5233.46,5942.13,7149.37,9328.07,9780.74,12512.59,14975.56,16087.25,18140.89,18131.58,16950.75,16837.94,18995.4,19026.05,18098.36,15650.5,17924.0,20795.04
Estados Unidos,USA,3007.12,3066.56,3243.84,3374.52,3573.94,3827.53,4146.32,4336.43,4695.92,5032.14,5234.3,5609.38,6094.02,6726.36,7225.69,7801.46,8592.25,9452.58,10564.95,11674.18,12574.79,13976.11,14433.79,15543.89,17121.23,18236.83,19071.23,20038.94,21417.01,22857.15,23888.6,24342.26,25418.99,26387.29,27694.85,28690.88,29967.71,31459.14,32853.68,34515.39,36329.96,37133.62,37997.76,39490.27,41724.63,44123.41,46302.0,48050.22,48570.05,47194.94,48650.64,50065.97,51784.42,53291.13,55123.85,56762.73,57866.74,59907.75,62823.31,65120.39,63528.63,70219.47,76329.58
Uzbekistán,UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.42,652.81,603.35,596.98,576.45,585.93,600.6,623.0,623.22,702.48,558.23,456.71,383.34,396.38,465.12,546.78,654.28,830.41,1082.29,1213.27,1742.35,2051.13,2267.62,2419.72,2628.46,2753.97,2704.68,1916.76,1604.26,1795.2,1759.31,1993.42,2255.15
Venezuela,VEN,939.56,954.36,1006.88,1060.57,874.2,869.91,877.2,894.68,940.2,934.05,1018.11,1109.43,1158.86,1371.09,2039.74,2084.38,2316.03,2592.91,2735.43,3266.79,3886.57,4241.31,4214.67,4091.94,3531.35,3560.76,3388.2,2620.43,3203.4,2258.68,2461.04,2642.78,2918.61,2835.69,2699.46,3500.63,3125.24,3725.99,3886.04,4087.83,4795.63,4940.11,3667.2,3243.37,4287.63,5456.32,6769.87,8369.24,11310.78,11641.8,13692.91,10877.11,12937.93,12433.98,15975.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islas Vírgenes (EE.UU.),VIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30062.02,31731.26,35006.36,40828.75,41377.15,44158.51,39152.38,38753.18,39905.13,38997.14,37795.32,34597.98,33045.36,34007.35,35324.97,35365.07,36663.21,38633.53,39411.05,41976.01,0.0
Viet Nam,VNM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.65,430.19,585.3,397.01,96.13,96.72,140.63,141.38,185.19,224.64,281.13,329.0,352.93,352.78,367.16,394.58,409.5,434.81,485.45,551.9,693.19,790.59,913.31,1158.1,1225.85,1684.01,1953.56,2190.23,2367.5,2558.78,2595.23,2760.72,2992.07,3267.23,3491.09,3586.35,3756.49,4163.51
Samoa,WSM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.38,670.06,654.76,573.95,606.79,669.86,794.35,731.98,747.78,744.5,779.17,776.85,1277.23,1285.67,1414.2,1598.92,1493.94,1401.72,1406.77,1435.35,1509.89,1778.84,2168.03,2527.76,2639.81,3011.1,3344.05,3250.95,3494.4,3789.63,3902.31,3989.9,3948.73,4048.47,4105.81,4261.64,4189.05,4308.3,4042.72,3857.69,3745.56
Kosovo,XKX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2965.45,2847.56,3009.52,3540.82,3410.69,3704.56,3902.53,3520.78,3759.47,4009.35,4384.19,4416.03,4310.93,5269.78,5340.27
Sudáfrica,ZAF,529.56,543.04,560.7,601.6,642.69,681.13,718.12,775.15,813.51,887.25,948.59,1016.48,1034.49,1364.21,1650.48,1664.48,1554.0,1666.5,1846.85,2196.7,3034.66,3080.83,2769.1,3019.1,2590.02,1909.74,2103.19,2672.69,2780.59,2794.4,3160.88,3304.83,3519.0,3461.33,3547.95,3904.32,3654.93,3731.43,3336.44,3267.94,3241.66,2867.47,2708.42,4095.68,5268.28,5893.19,6139.58,6662.06,6251.88,6444.19,8059.56,8737.04,8173.87,7441.23,6965.14,6204.93,5735.07,6734.48,7067.72,6702.53,5753.07,7073.61,6766.48
Zambia,ZMB,228.57,216.27,208.56,209.45,236.94,296.02,334.67,350.65,398.56,472.64,426.3,383.42,414.11,523.44,608.28,495.52,539.96,480.47,521.18,604.1,678.77,679.31,635.4,527.9,419.2,336.83,241.55,319.28,511.2,533.23,427.41,428.5,394.08,395.79,431.52,438.38,404.09,471.17,377.46,353.83,364.03,401.73,399.1,452.29,556.05,720.45,1065.6,1133.44,1393.52,1150.94,1469.36,1644.46,1729.65,1840.32,1724.58,1307.91,1249.92,1495.75,1475.2,1268.12,956.83,1134.71,1456.9
Zimbabwe,ZWE,276.64,279.33,275.97,277.53,282.38,294.89,279.34,295.06,302.8,346.54,362.14,406.22,483.97,579.3,674.54,716.95,686.72,676.33,664.43,777.88,947.37,1067.25,1094.29,957.78,756.33,648.67,692.14,726.62,816.7,841.56,868.49,832.69,634.45,608.05,634.58,646.83,765.17,750.68,554.36,585.33,565.28,569.0,529.19,474.3,477.4,470.78,441.5,425.04,351.84,762.3,937.84,1082.62,1290.19,1408.37,1407.03,1410.33,1421.79,1192.11,2269.18,1421.87,1372.7,1773.92,1676.82
