WB_country_code,WB_country_name,Latitude,Longitude,year,medals_cumsum
ARM,Armenia,40.17,44.5,2008,8
AUS,Australia,-35.27,149.13,2008,390
AUT,Austria,48.2,16.37,2008,42
AZE,Azerbaijan,40.38,49.87,2008,15
BDI,Burundi,-3.37,29.35,2008,1
BEL,Belgium,50.83,4.33,2008,47
BFA,Burkina Faso,12.37,-1.52,2008,0
BGR,Bulgaria,42.68,23.32,2008,216
BHR,Bahrain,26.23,50.57,2008,0
BHS,Bahamas,25.08,-77.35,2008,11
BLR,Belarus,53.9,27.57,2008,64
BMU,Bermuda,32.28,-64.78,2008,1
BRA,Brazil,-15.78,-47.92,2008,106
BRB,Barbados,13.1,-59.62,2008,1
BWA,Botswana,-24.63,25.9,2008,0
CAN,Canada,45.42,-75.7,2008,187
CHE,Switzerland,46.92,7.47,2008,72
CHL,Chile,-33.45,-70.67,2008,7
CHN,China,39.92,116.38,2008,457
CIV,Côte d'Ivoire,6.82,-5.27,2008,1
CMR,Cameroon,3.87,11.52,2008,5
COL,Colombia,4.6,-74.08,2008,12
CRI,Costa Rica,9.93,-84.08,2008,4
CUB,Cuba,23.12,-82.35,2008,190
CYP,Cyprus,35.17,33.37,2008,0
CZE,Czech Republic,49.81,15.47,2008,126
DEU,Germany,52.52,13.4,2008,1082
DJI,Djibouti,11.58,43.15,2008,1
DNK,Denmark,55.67,12.58,2008,84
DOM,Dominican Republic,18.47,-69.9,2008,4
DZA,Algeria,36.75,3.05,2008,14
ECU,Ecuador,-0.22,-78.5,2008,2
EGY,Egypt,30.05,31.25,2008,10
ERI,Eritrea,15.33,38.93,2008,1
ESP,Spain,40.4,-3.68,2008,134
EST,Estonia,59.43,24.72,2008,12
ETH,Ethiopia,9.03,38.7,2008,38
FIN,Finland,60.17,24.93,2008,75
FJI,Fiji,-18.13,178.42,2008,0
FRA,France,48.87,2.33,2008,321
GAB,Gabon,0.38,9.45,2008,0
GBR,Great Britain,54.08,-1.65,2008,338
GEO,Georgia,41.68,44.83,2008,19
GHA,Ghana,5.55,-0.22,2008,4
GRC,Greece,37.98,23.73,2008,56
GRD,Grenada,12.05,-61.75,2008,0
GTM,Guatemala,14.62,-90.52,2008,0
GUY,Guyana,6.8,-58.15,2008,1
HKG,Hong Kong,22.4,114.11,2008,3
HRV,Croatia,45.8,16.0,2008,20
HUN,Hungary,47.5,19.08,2008,309
IDN,Indonesia,-6.17,106.82,2008,34
IND,India,28.6,77.2,2008,11
IRL,Ireland,53.32,-6.23,2008,15
IRN,Iran,35.7,51.42,2008,35
IRQ,Iraq,33.33,44.4,2008,1
ISL,Iceland,64.15,-21.95,2008,3
ISR,Israel,31.77,35.23,2008,7
ITA,Italy,41.9,12.48,2008,335
JAM,Jamaica,18.0,-76.8,2008,48
JOR,Jordan,31.95,35.93,2008,0
JPN,Japan,35.68,139.75,2008,296
KAZ,Kazakhstan,51.17,71.42,2008,35
KEN,Kenya,-1.28,36.82,2008,77
KGZ,Kyrgyzstan,42.87,74.6,2008,4
KOR,South Korea,37.55,126.98,2008,233
KWT,Kuwait,29.37,47.97,2008,1
LBN,Lebanon,33.87,35.5,2008,2
LKA,Sri Lanka,6.92,79.83,2008,1
LTU,Lithuania,54.68,25.32,2008,17
LVA,Latvia,56.95,24.1,2008,14
MAR,Morocco,34.02,-6.82,2008,21
MDA,Moldova,47.0,28.85,2008,6
MEX,Mexico,19.43,-99.13,2008,43
MKD,North Macedonia,41.6,21.74,2008,1
MNE,Montenegro,42.43,19.27,2008,0
MNG,Mongolia,47.92,106.92,2008,19
MOZ,Mozambique,-25.95,32.58,2008,2
MUS,Mauritius,-20.15,57.48,2008,1
MYS,Malaysia,3.17,101.7,2008,6
NAM,Namibia,-22.57,17.08,2008,4
NER,Niger,13.52,2.12,2008,1
NGA,Nigeria,9.08,7.53,2008,24
NLD,Netherlands,52.35,4.92,2008,169
NOR,Norway,59.92,10.75,2008,65
NZL,New Zealand,-41.3,174.78,2008,88
PAK,Pakistan,33.68,73.05,2008,9
PAN,Panama,8.97,-79.53,2008,1
PER,Peru,-12.05,-77.05,2008,3
PHL,Philippines,14.6,120.97,2008,4
POL,Poland,52.25,21.0,2008,244
PRI,Puerto Rico,18.47,-66.12,2008,5
PRK,North Korea,39.02,125.75,2008,42
PRT,Portugal,38.72,-9.13,2008,18
PRY,Paraguay,-25.27,-57.67,2008,1
QAT,Qatar,25.28,51.53,2008,2
ROU,Romania,44.43,26.1,2008,301
RUS,Russia,55.75,37.6,2008,1312
SAU,Saudi Arabia,24.65,46.7,2008,2
SDN,Sudan,15.6,32.53,2008,1
SEN,Senegal,14.73,-17.63,2008,1
SGP,Singapore,1.28,103.85,2008,2
SMR,San Marino,43.93,12.42,2008,0
SRB,Serbia,44.83,20.5,2008,12
SUR,Suriname,5.83,-55.17,2008,2
SVK,Slovakia,48.15,17.12,2008,23
SVN,Slovenia,46.05,14.52,2008,18
SWE,Sweden,59.33,18.05,2008,144
SYR,Syria,33.5,36.3,2008,3
TGO,Togo,6.12,1.22,2008,1
THA,Thailand,13.75,100.52,2008,23
TJK,Tajikistan,38.55,68.77,2008,2
TKM,Turkmenistan,37.95,58.38,2008,0
TON,Tonga,-21.13,-175.2,2008,1
TTO,Trinidad and Tobago,10.65,-61.52,2008,11
TUN,Tunisia,36.8,10.18,2008,7
TUR,Turkey,39.93,32.87,2008,55
TZA,Tanzania,-6.8,39.28,2008,2
UGA,Uganda,0.32,32.55,2008,6
UKR,Ukraine,50.43,30.52,2008,96
URY,Uruguay,-34.85,-56.17,2008,2
USA,United States,38.88,-90.0,2008,1296
UZB,Uzbekistan,41.32,69.25,2008,15
VEN,Venezuela,10.48,-66.87,2008,10
VIR,United States Virgin Islands,18.35,-64.93,2008,1
VNM,Vietnam,21.03,105.85,2008,2
WSM,Samoa,-13.82,-171.77,2008,1
XKX,Kosovo,42.67,21.17,2008,0
YGL,Yugoslavia,44.83,20.5,2008,74
ZAF,South Africa,-25.7,28.22,2008,24
ZMB,Zambia,-15.42,28.28,2008,2
ZWE,Zimbabwe,-17.82,31.03,2008,8
AFG,Afghanistan,34.52,69.18,2012,2
ARE,United Arab Emirates,24.47,54.37,2012,1
ARG,Argentina,-34.58,-58.67,2012,39
ARM,Armenia,40.17,44.5,2012,10
AUS,Australia,-35.27,149.13,2012,430
AUT,Austria,48.2,16.37,2012,42
AZE,Azerbaijan,40.38,49.87,2012,25
BDI,Burundi,-3.37,29.35,2012,1
BEL,Belgium,50.83,4.33,2012,50
BFA,Burkina Faso,12.37,-1.52,2012,0
BGR,Bulgaria,42.68,23.32,2012,219
BHR,Bahrain,26.23,50.57,2012,1
BHS,Bahamas,25.08,-77.35,2012,12
BLR,Belarus,53.9,27.57,2012,77
BMU,Bermuda,32.28,-64.78,2012,1
BRA,Brazil,-15.78,-47.92,2012,126
BRB,Barbados,13.1,-59.62,2012,1
BWA,Botswana,-24.63,25.9,2012,1
CAN,Canada,45.42,-75.7,2012,207
CHE,Switzerland,46.92,7.47,2012,76
CHL,Chile,-33.45,-70.67,2012,7
CHN,China,39.92,116.38,2012,561
CIV,Côte d'Ivoire,6.82,-5.27,2012,1
CMR,Cameroon,3.87,11.52,2012,6
COL,Colombia,4.6,-74.08,2012,21
CRI,Costa Rica,9.93,-84.08,2012,4
CUB,Cuba,23.12,-82.35,2012,205
CYP,Cyprus,35.17,33.37,2012,1
CZE,Czech Republic,49.81,15.47,2012,138
DEU,Germany,52.52,13.4,2012,1131
DJI,Djibouti,11.58,43.15,2012,1
DNK,Denmark,55.67,12.58,2012,97
DOM,Dominican Republic,18.47,-69.9,2012,6
DZA,Algeria,36.75,3.05,2012,15
ECU,Ecuador,-0.22,-78.5,2012,2
EGY,Egypt,30.05,31.25,2012,14
ERI,Eritrea,15.33,38.93,2012,1
ESP,Spain,40.4,-3.68,2012,155
EST,Estonia,59.43,24.72,2012,14
ETH,Ethiopia,9.03,38.7,2012,45
FIN,Finland,60.17,24.93,2012,78
FJI,Fiji,-18.13,178.42,2012,0
FRA,France,48.87,2.33,2012,359
GAB,Gabon,0.38,9.45,2012,1
GBR,Great Britain,54.08,-1.65,2012,415
GEO,Georgia,41.68,44.83,2012,25
GHA,Ghana,5.55,-0.22,2012,4
GRC,Greece,37.98,23.73,2012,59
GRD,Grenada,12.05,-61.75,2012,1
GTM,Guatemala,14.62,-90.52,2012,1
GUY,Guyana,6.8,-58.15,2012,1
HKG,Hong Kong,22.4,114.11,2012,4
HRV,Croatia,45.8,16.0,2012,26
HUN,Hungary,47.5,19.08,2012,329
IDN,Indonesia,-6.17,106.82,2012,37
IND,India,28.6,77.2,2012,17
IRL,Ireland,53.32,-6.23,2012,21
IRN,Iran,35.7,51.42,2012,48
IRQ,Iraq,33.33,44.4,2012,1
ISL,Iceland,64.15,-21.95,2012,3
ISR,Israel,31.77,35.23,2012,7
ITA,Italy,41.9,12.48,2012,364
JAM,Jamaica,18.0,-76.8,2012,60
JOR,Jordan,31.95,35.93,2012,0
JPN,Japan,35.68,139.75,2012,335
KAZ,Kazakhstan,51.17,71.42,2012,46
KEN,Kenya,-1.28,36.82,2012,89
KGZ,Kyrgyzstan,42.87,74.6,2012,4
KOR,South Korea,37.55,126.98,2012,264
KWT,Kuwait,29.37,47.97,2012,2
LBN,Lebanon,33.87,35.5,2012,2
LKA,Sri Lanka,6.92,79.83,2012,1
LTU,Lithuania,54.68,25.32,2012,22
LVA,Latvia,56.95,24.1,2012,17
MAR,Morocco,34.02,-6.82,2012,22
MDA,Moldova,47.0,28.85,2012,6
MEX,Mexico,19.43,-99.13,2012,53
MKD,North Macedonia,41.6,21.74,2012,1
MNE,Montenegro,42.43,19.27,2012,1
MNG,Mongolia,47.92,106.92,2012,24
MOZ,Mozambique,-25.95,32.58,2012,2
MUS,Mauritius,-20.15,57.48,2012,1
MYS,Malaysia,3.17,101.7,2012,8
NAM,Namibia,-22.57,17.08,2012,4
NER,Niger,13.52,2.12,2012,1
NGA,Nigeria,9.08,7.53,2012,24
NLD,Netherlands,52.35,4.92,2012,190
NOR,Norway,59.92,10.75,2012,69
NZL,New Zealand,-41.3,174.78,2012,107
PAK,Pakistan,33.68,73.05,2012,9
PAN,Panama,8.97,-79.53,2012,1
PER,Peru,-12.05,-77.05,2012,3
PHL,Philippines,14.6,120.97,2012,4
POL,Poland,52.25,21.0,2012,257
PRI,Puerto Rico,18.47,-66.12,2012,7
PRK,North Korea,39.02,125.75,2012,49
PRT,Portugal,38.72,-9.13,2012,20
PRY,Paraguay,-25.27,-57.67,2012,1
QAT,Qatar,25.28,51.53,2012,4
ROU,Romania,44.43,26.1,2012,308
RUS,Russia,55.75,37.6,2012,1385
SAU,Saudi Arabia,24.65,46.7,2012,3
SDN,Sudan,15.6,32.53,2012,1
SEN,Senegal,14.73,-17.63,2012,1
SGP,Singapore,1.28,103.85,2012,4
SMR,San Marino,43.93,12.42,2012,0
SRB,Serbia,44.83,20.5,2012,16
SUR,Suriname,5.83,-55.17,2012,2
SVK,Slovakia,48.15,17.12,2012,28
SVN,Slovenia,46.05,14.52,2012,23
SWE,Sweden,59.33,18.05,2012,153
SYR,Syria,33.5,36.3,2012,3
TGO,Togo,6.12,1.22,2012,1
THA,Thailand,13.75,100.52,2012,27
TJK,Tajikistan,38.55,68.77,2012,3
TKM,Turkmenistan,37.95,58.38,2012,0
TON,Tonga,-21.13,-175.2,2012,1
TTO,Trinidad and Tobago,10.65,-61.52,2012,15
TUN,Tunisia,36.8,10.18,2012,10
TUR,Turkey,39.93,32.87,2012,58
TZA,Tanzania,-6.8,39.28,2012,2
UGA,Uganda,0.32,32.55,2012,7
UKR,Ukraine,50.43,30.52,2012,115
URY,Uruguay,-34.85,-56.17,2012,2
USA,United States,38.88,-90.0,2012,1408
UZB,Uzbekistan,41.32,69.25,2012,17
VEN,Venezuela,10.48,-66.87,2012,11
VIR,United States Virgin Islands,18.35,-64.93,2012,1
VNM,Vietnam,21.03,105.85,2012,2
WSM,Samoa,-13.82,-171.77,2012,1
XKX,Kosovo,42.67,21.17,2012,0
YGL,Yugoslavia,44.83,20.5,2012,74
ZAF,South Africa,-25.7,28.22,2012,30
ZMB,Zambia,-15.42,28.28,2012,2
ZWE,Zimbabwe,-17.82,31.03,2012,8
AFG,Afghanistan,34.52,69.18,2016,2
ARE,United Arab Emirates,24.47,54.37,2016,2
ARG,Argentina,-34.58,-58.67,2016,44
ARM,Armenia,40.17,44.5,2016,14
AUS,Australia,-35.27,149.13,2016,464
AUT,Austria,48.2,16.37,2016,44
AZE,Azerbaijan,40.38,49.87,2016,43
BDI,Burundi,-3.37,29.35,2016,2
BEL,Belgium,50.83,4.33,2016,56
BFA,Burkina Faso,12.37,-1.52,2016,0
BGR,Bulgaria,42.68,23.32,2016,222
BHR,Bahrain,26.23,50.57,2016,3
BHS,Bahamas,25.08,-77.35,2016,14
BLR,Belarus,53.9,27.57,2016,86
BMU,Bermuda,32.28,-64.78,2016,1
BRA,Brazil,-15.78,-47.92,2016,149
BRB,Barbados,13.1,-59.62,2016,1
BWA,Botswana,-24.63,25.9,2016,1
CAN,Canada,45.42,-75.7,2016,231
CHE,Switzerland,46.92,7.47,2016,84
CHL,Chile,-33.45,-70.67,2016,7
CHN,China,39.92,116.38,2016,643
CIV,Côte d'Ivoire,6.82,-5.27,2016,3
CMR,Cameroon,3.87,11.52,2016,6
COL,Colombia,4.6,-74.08,2016,29
CRI,Costa Rica,9.93,-84.08,2016,4
CUB,Cuba,23.12,-82.35,2016,216
CYP,Cyprus,35.17,33.37,2016,1
CZE,Czech Republic,49.81,15.47,2016,150
DEU,Germany,52.52,13.4,2016,1179
DJI,Djibouti,11.58,43.15,2016,1
DNK,Denmark,55.67,12.58,2016,115
DOM,Dominican Republic,18.47,-69.9,2016,7
DZA,Algeria,36.75,3.05,2016,17
ECU,Ecuador,-0.22,-78.5,2016,2
EGY,Egypt,30.05,31.25,2016,17
ERI,Eritrea,15.33,38.93,2016,1
ESP,Spain,40.4,-3.68,2016,174
EST,Estonia,59.43,24.72,2016,15
ETH,Ethiopia,9.03,38.7,2016,53
FIN,Finland,60.17,24.93,2016,79
FJI,Fiji,-18.13,178.42,2016,1
FRA,France,48.87,2.33,2016,404
GAB,Gabon,0.38,9.45,2016,1
GBR,Great Britain,54.08,-1.65,2016,490
GEO,Georgia,41.68,44.83,2016,32
GHA,Ghana,5.55,-0.22,2016,4
GRC,Greece,37.98,23.73,2016,66
GRD,Grenada,12.05,-61.75,2016,2
GTM,Guatemala,14.62,-90.52,2016,1
GUY,Guyana,6.8,-58.15,2016,1
HKG,Hong Kong,22.4,114.11,2016,4
HRV,Croatia,45.8,16.0,2016,38
HUN,Hungary,47.5,19.08,2016,345
IDN,Indonesia,-6.17,106.82,2016,41
IND,India,28.6,77.2,2016,19
IRL,Ireland,53.32,-6.23,2016,24
IRN,Iran,35.7,51.42,2016,56
IRQ,Iraq,33.33,44.4,2016,1
ISL,Iceland,64.15,-21.95,2016,3
ISR,Israel,31.77,35.23,2016,9
ITA,Italy,41.9,12.48,2016,395
JAM,Jamaica,18.0,-76.8,2016,71
JOR,Jordan,31.95,35.93,2016,1
JPN,Japan,35.68,139.75,2016,378
KAZ,Kazakhstan,51.17,71.42,2016,64
KEN,Kenya,-1.28,36.82,2016,102
KGZ,Kyrgyzstan,42.87,74.6,2016,4
KOR,South Korea,37.55,126.98,2016,286
KWT,Kuwait,29.37,47.97,2016,2
LBN,Lebanon,33.87,35.5,2016,2
LKA,Sri Lanka,6.92,79.83,2016,1
LTU,Lithuania,54.68,25.32,2016,29
LVA,Latvia,56.95,24.1,2016,17
MAR,Morocco,34.02,-6.82,2016,23
MDA,Moldova,47.0,28.85,2016,6
MEX,Mexico,19.43,-99.13,2016,58
MKD,North Macedonia,41.6,21.74,2016,1
MNE,Montenegro,42.43,19.27,2016,1
MNG,Mongolia,47.92,106.92,2016,26
MOZ,Mozambique,-25.95,32.58,2016,2
MUS,Mauritius,-20.15,57.48,2016,1
MYS,Malaysia,3.17,101.7,2016,16
NAM,Namibia,-22.57,17.08,2016,4
NER,Niger,13.52,2.12,2016,2
NGA,Nigeria,9.08,7.53,2016,25
NLD,Netherlands,52.35,4.92,2016,211
NOR,Norway,59.92,10.75,2016,75
NZL,New Zealand,-41.3,174.78,2016,130
PAK,Pakistan,33.68,73.05,2016,9
PAN,Panama,8.97,-79.53,2016,1
PER,Peru,-12.05,-77.05,2016,3
PHL,Philippines,14.6,120.97,2016,5
POL,Poland,52.25,21.0,2016,270
PRI,Puerto Rico,18.47,-66.12,2016,8
PRK,North Korea,39.02,125.75,2016,56
PRT,Portugal,38.72,-9.13,2016,21
PRY,Paraguay,-25.27,-57.67,2016,1
QAT,Qatar,25.28,51.53,2016,5
ROU,Romania,44.43,26.1,2016,313
RUS,Russia,55.75,37.6,2016,1444
SAU,Saudi Arabia,24.65,46.7,2016,3
SDN,Sudan,15.6,32.53,2016,1
SEN,Senegal,14.73,-17.63,2016,1
SGP,Singapore,1.28,103.85,2016,5
SMR,San Marino,43.93,12.42,2016,0
SRB,Serbia,44.83,20.5,2016,25
SUR,Suriname,5.83,-55.17,2016,2
SVK,Slovakia,48.15,17.12,2016,33
SVN,Slovenia,46.05,14.52,2016,27
SWE,Sweden,59.33,18.05,2016,164
SYR,Syria,33.5,36.3,2016,3
TGO,Togo,6.12,1.22,2016,1
THA,Thailand,13.75,100.52,2016,33
TJK,Tajikistan,38.55,68.77,2016,4
TKM,Turkmenistan,37.95,58.38,2016,0
TON,Tonga,-21.13,-175.2,2016,1
TTO,Trinidad and Tobago,10.65,-61.52,2016,16
TUN,Tunisia,36.8,10.18,2016,13
TUR,Turkey,39.93,32.87,2016,66
TZA,Tanzania,-6.8,39.28,2016,2
UGA,Uganda,0.32,32.55,2016,7
UKR,Ukraine,50.43,30.52,2016,127
URY,Uruguay,-34.85,-56.17,2016,2
USA,United States,38.88,-90.0,2016,1535
UZB,Uzbekistan,41.32,69.25,2016,30
VEN,Venezuela,10.48,-66.87,2016,14
VIR,United States Virgin Islands,18.35,-64.93,2016,1
VNM,Vietnam,21.03,105.85,2016,4
WSM,Samoa,-13.82,-171.77,2016,1
XKX,Kosovo,42.67,21.17,2016,1
YGL,Yugoslavia,44.83,20.5,2016,74
ZAF,South Africa,-25.7,28.22,2016,41
ZMB,Zambia,-15.42,28.28,2016,2
ZWE,Zimbabwe,-17.82,31.03,2016,8
AFG,Afghanistan,34.52,69.18,2020,2
ARE,United Arab Emirates,24.47,54.37,2020,2
ARG,Argentina,-34.58,-58.67,2020,47
ARM,Armenia,40.17,44.5,2020,18
AUS,Australia,-35.27,149.13,2020,514
AUT,Austria,48.2,16.37,2020,51
AZE,Azerbaijan,40.38,49.87,2020,50
BDI,Burundi,-3.37,29.35,2020,2
BEL,Belgium,50.83,4.33,2020,63
BFA,Burkina Faso,12.37,-1.52,2020,1
BGR,Bulgaria,42.68,23.32,2020,228
BHR,Bahrain,26.23,50.57,2020,4
BHS,Bahamas,25.08,-77.35,2020,16
BLR,Belarus,53.9,27.57,2020,93
BMU,Bermuda,32.28,-64.78,2020,2
BRA,Brazil,-15.78,-47.92,2020,172
BRB,Barbados,13.1,-59.62,2020,1
BWA,Botswana,-24.63,25.9,2020,2
CAN,Canada,45.42,-75.7,2020,258
CHE,Switzerland,46.92,7.47,2020,99
CHL,Chile,-33.45,-70.67,2020,7
CHN,China,39.92,116.38,2020,761
CIV,Côte d'Ivoire,6.82,-5.27,2020,4
CMR,Cameroon,3.87,11.52,2020,6
COL,Colombia,4.6,-74.08,2020,34
CRI,Costa Rica,9.93,-84.08,2020,4
CUB,Cuba,23.12,-82.35,2020,232
CYP,Cyprus,35.17,33.37,2020,1
CZE,Czech Republic,49.81,15.47,2020,163
DEU,Germany,52.52,13.4,2020,1225
DJI,Djibouti,11.58,43.15,2020,1
DNK,Denmark,55.67,12.58,2020,129
DOM,Dominican Republic,18.47,-69.9,2020,12
DZA,Algeria,36.75,3.05,2020,17
ECU,Ecuador,-0.22,-78.5,2020,5
EGY,Egypt,30.05,31.25,2020,23
ERI,Eritrea,15.33,38.93,2020,1
ESP,Spain,40.4,-3.68,2020,193
EST,Estonia,59.43,24.72,2020,17
ETH,Ethiopia,9.03,38.7,2020,57
FIN,Finland,60.17,24.93,2020,81
FJI,Fiji,-18.13,178.42,2020,3
FRA,France,48.87,2.33,2020,441
GAB,Gabon,0.38,9.45,2020,1
GBR,Great Britain,54.08,-1.65,2020,561
GEO,Georgia,41.68,44.83,2020,40
GHA,Ghana,5.55,-0.22,2020,5
GRC,Greece,37.98,23.73,2020,70
GRD,Grenada,12.05,-61.75,2020,3
GTM,Guatemala,14.62,-90.52,2020,1
GUY,Guyana,6.8,-58.15,2020,1
HKG,Hong Kong,22.4,114.11,2020,10
HRV,Croatia,45.8,16.0,2020,49
HUN,Hungary,47.5,19.08,2020,366
IDN,Indonesia,-6.17,106.82,2020,47
IND,India,28.6,77.2,2020,26
IRL,Ireland,53.32,-6.23,2020,29
IRN,Iran,35.7,51.42,2020,63
IRQ,Iraq,33.33,44.4,2020,1
ISL,Iceland,64.15,-21.95,2020,3
ISR,Israel,31.77,35.23,2020,13
ITA,Italy,41.9,12.48,2020,438
JAM,Jamaica,18.0,-76.8,2020,80
JOR,Jordan,31.95,35.93,2020,3
JPN,Japan,35.68,139.75,2020,438
KAZ,Kazakhstan,51.17,71.42,2020,72
KEN,Kenya,-1.28,36.82,2020,112
KGZ,Kyrgyzstan,42.87,74.6,2020,7
KOR,South Korea,37.55,126.98,2020,308
KWT,Kuwait,29.37,47.97,2020,3
LBN,Lebanon,33.87,35.5,2020,2
LKA,Sri Lanka,6.92,79.83,2020,1
LTU,Lithuania,54.68,25.32,2020,30
LVA,Latvia,56.95,24.1,2020,19
MAR,Morocco,34.02,-6.82,2020,24
MDA,Moldova,47.0,28.85,2020,7
MEX,Mexico,19.43,-99.13,2020,64
MKD,North Macedonia,41.6,21.74,2020,2
MNE,Montenegro,42.43,19.27,2020,1
MNG,Mongolia,47.92,106.92,2020,30
MOZ,Mozambique,-25.95,32.58,2020,2
MUS,Mauritius,-20.15,57.48,2020,1
MYS,Malaysia,3.17,101.7,2020,19
NAM,Namibia,-22.57,17.08,2020,5
NER,Niger,13.52,2.12,2020,2
NGA,Nigeria,9.08,7.53,2020,27
NLD,Netherlands,52.35,4.92,2020,252
NOR,Norway,59.92,10.75,2020,84
NZL,New Zealand,-41.3,174.78,2020,155
PAK,Pakistan,33.68,73.05,2020,9
PAN,Panama,8.97,-79.53,2020,1
PER,Peru,-12.05,-77.05,2020,3
PHL,Philippines,14.6,120.97,2020,9
POL,Poland,52.25,21.0,2020,286
PRI,Puerto Rico,18.47,-66.12,2020,9
PRK,North Korea,39.02,125.75,2020,56
PRT,Portugal,38.72,-9.13,2020,25
PRY,Paraguay,-25.27,-57.67,2020,1
QAT,Qatar,25.28,51.53,2020,9
ROU,Romania,44.43,26.1,2020,319
RUS,Russia,55.75,37.6,2020,1525
SAU,Saudi Arabia,24.65,46.7,2020,4
SDN,Sudan,15.6,32.53,2020,1
SEN,Senegal,14.73,-17.63,2020,1
SGP,Singapore,1.28,103.85,2020,5
SMR,San Marino,43.93,12.42,2020,4
SRB,Serbia,44.83,20.5,2020,34
SUR,Suriname,5.83,-55.17,2020,2
SVK,Slovakia,48.15,17.12,2020,37
SVN,Slovenia,46.05,14.52,2020,32
SWE,Sweden,59.33,18.05,2020,174
SYR,Syria,33.5,36.3,2020,4
TGO,Togo,6.12,1.22,2020,1
THA,Thailand,13.75,100.52,2020,35
TJK,Tajikistan,38.55,68.77,2020,4
TKM,Turkmenistan,37.95,58.38,2020,1
TON,Tonga,-21.13,-175.2,2020,1
TTO,Trinidad and Tobago,10.65,-61.52,2020,16
TUN,Tunisia,36.8,10.18,2020,15
TUR,Turkey,39.93,32.87,2020,79
TZA,Tanzania,-6.8,39.28,2020,2
UGA,Uganda,0.32,32.55,2020,11
UKR,Ukraine,50.43,30.52,2020,149
URY,Uruguay,-34.85,-56.17,2020,2
USA,United States,38.88,-90.0,2020,1653
UZB,Uzbekistan,41.32,69.25,2020,35
VEN,Venezuela,10.48,-66.87,2020,18
VIR,United States Virgin Islands,18.35,-64.93,2020,1
VNM,Vietnam,21.03,105.85,2020,4
WSM,Samoa,-13.82,-171.77,2020,1
XKX,Kosovo,42.67,21.17,2020,3
YGL,Yugoslavia,44.83,20.5,2020,74
ZAF,South Africa,-25.7,28.22,2020,44
ZMB,Zambia,-15.42,28.28,2020,2
ZWE,Zimbabwe,-17.82,31.03,2020,8
